productId,itemId,vendoritems,产品名称,产品缩略图,销售价,折扣,市场价,每毫升单价,评论数,品牌,品牌链接,容量重量,适合肌肤类型,流通期限,使用方法,化妆品制造企业,化妆品销售企业,制造国家,成分,功能性化妆品,使用注意事项,品质保证基准,售后服务电话,流通公司名称,流通公司营业执照号码,流通公司通信销售申告号码,流通公司地址,流通公司邮箱,流通公司联系人,流通公司联系电话,流通公司&法人姓名,当前网址,当前时间
5101836824,6950727258,74243182869,미구하라 울트라 화이트닝 퍼펙션 스킨 오리진,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/30108272681023-b9553123-6ae5-4d8a-8461-e084607c57e2.jpg,"24,420",28%,"31,000원",쿠팡판매가,208개 상품평,미구하라,,400ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,"정제수, 글리세린, 프로판다이올, 나이아신아마이드, 메틸프로판다이올, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 부틸렌글라이콜, 소듐시트레이트, 시트릭애씨드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에틸헥실글리세린, 카라멜, 폴리쿼터늄-51, 녹차추출물, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드글라이코사미노글리칸, 진흙버섯추출물, 소듐하이알루로네이트, 벤질글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 카룸 페트로셀리눔추출물, 케일잎추출물, 바오밥나무씨추출물, 티트리추출물, 아티초크잎추출물, 오죽잎추출물, 브루셀스프라우트추출물, 멜론추출물, 라임추출물, 다시마추출물, 페퍼민트잎추출물, 키위추출물, 알로에잎추출물, 병풀추출물, 매실추출물, 오이열매추출물, 사막장미잎세포추출물, 노니열매추출물, 하이알루로닉애씨드, 라즈베리케톤, 리모넨, 향료",유 / 피부 미백,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것.2) 상처가 있는 부위 등에는 사용을 자제할 것.3) 보관 및 취급 시의 주의사항가) 어린이의 손이 닿지 않는 곳에 보관할 것.나) 직사광선을 피해서 보관할 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5101836824?itemId=6950727258&vendorItemId=74243182869&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
6069670316,11200027770,79635018719,넘버즈인 3번 결광가득 에센스 토너 200ml + 3번 토너 증정15ml,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/684b/8c93ca6770f4c97376ef29b37c188f1f42146d92ef40c99ff19f908a0a5d.jpg,"24,990",%,원,,39개 상품평,,,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,(주)타임스튜디오,863-88-01785,2020-서울중랑-1353,서울특별시 중랑구 동일로151길 69 지층,timestudiosgm@naver.com,성경민,070-7542-7676,(주)타임스튜디오 / 성경민,https://www.coupang.com/vp/products/6069670316?itemId=11200027770&vendorItemId=79635018719&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1688766354,2876060711,70098062811,AHC 허브 솔루션 레몬 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/12/27/17/8/74c66850-3ea3-4ad2-9130-b5c54db4b834.jpg,"9,180",23%,"12,000원",(10ml당 184원),"3,116개 상품평",AHC,,500ml,모든피부용,모든피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것 가. 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 나. 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것 3. 보관 및 취급 시의 주의사항 가. 사용 후에는 반드시 마개를 닫아둘 것 나. 유아?소아의 손이 닿지 않는 곳에 보관할 것 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1688766354?itemId=2876060711&vendorItemId=70098062811&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
104037836,755778026,4950295852,구달 청귤 비타C 토너 패드 70p,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/31c3/b24ce97d81aa00ba890349b2fc607d84fa01d17615927d85432faf55b599.jpg,"38,760",36%,"60,970원",(10ml당 923원),"5,431개 상품평",구달,,상세설명참조,상세설명참조,상세설명참조,상세설명참조, , ,상세설명참조,상세설명참조,상세설명참조,상세설명참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,(주)베니스에프앤비,577-88-00207,제 2016-화성장안-05호,경기도 화성시 장안면 사랑리 450(장안면 너더리길 33),venicefnb@naver.com,이용원,02-2088-1478,(주)베니스에프앤비 / 이용원,https://www.coupang.com/vp/products/104037836?itemId=755778026&vendorItemId=4950295852&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
18359349,8372148655,75659870009,에뛰드 하우스 순정 약산성 5.5 진정 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/248556651450849-094ddf2d-dd96-4dee-8aa4-e578d451effd.jpg,"17,130",49%,"34,000원",(10ml당 428원),"7,839개 상품평",에뛰드,,200ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/18359349?itemId=8372148655&vendorItemId=75659870009&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
4547762710,5514966302,72814524373,김정문알로에 큐어 하이드라 수딩 토너 130ml + 2종 체험키트,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/12/04/10/6/3d05fc0b-e38e-475d-bf80-a66bf5618a9c.jpg,"11,900",25%,"15,900원",,133개 상품평,김정문알로에,,토너 : 130ml  + 미니크림 2개,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,"유/미백,주름개선",컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/4547762710?itemId=5514966302&vendorItemId=72814524373&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
5525156746,8653456593,75940658656,이니스프리 블랙티 유스 인핸싱 스킨,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/05/17/14/6/7f4a9ece-d338-4265-8cb6-93e1e21e89f3.jpg,"15,400",38%,"25,000원","(10ml당 1,027원)",124개 상품평,이니스프리,,150ml,모든 피부용,모든 피부용,컨텐츠참조, , ,한국,컨텐츠참조,"유/미백,주름개선"," 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5525156746?itemId=8653456593&vendorItemId=75940658656&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
4673380730,5846181407,73144458483,클리오 하이드로 메이크업 스펀지 오리지널 (대),https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/379e/90151a87a7eb1f4900ec78b53fc13314c5d53efe6b1655a0a9cdb5290bfd.jpg,"6,300",30%,"9,000원",,28개 상품평,클리오,,6pcs,모든피부,모든피부,물에 적셔서 사용합니다., , ,대한민국,-,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담하십시오. 1)사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 2)적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 마십시오. 3. 보관 및 취급 시의 주의사항 1)사용 후에는 반드시 마개를 닫아두십시오. 2)유아·소아의 손이 닿지 않는 곳에 보관하십시오. 3)고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 마십시오.",본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자 분쟁 해결기준'에 의해 보상해드립니다.,본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자 분쟁 해결기준'에 의해 보상해드립니다.,(주)클리오,211-86-22189,제강남-12661호,서울특별시 성동구 왕십리로 66 (성수동1가) (성수동1가),eseonk@clio.co.kr,한현옥,080-080-1510,(주)클리오 / 한현옥,https://www.coupang.com/vp/products/4673380730?itemId=5846181407&vendorItemId=73144458483&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
18705930,75136207,3124911721,빌리프 위치헤이즐 허벌 익스트랙트 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2017/04/11/11/2/4e4a7313-c4e0-441d-a167-b439e7dc9e39.jpg,"19,380",3%,"20,000원",(10ml당 969원),532개 상품평,빌리프,,200ml,모든피부 타입,모든피부 타입,"세안 후, 적당량을 덜어 화장솜에 충분히 적신 뒤, 피부결을 따라 부드럽게 닦아내어 정돈시켜 줍니다.", , ,대한민국,"정제수, 디프로필렌글라이콜, 위치하젤추출물(3.5%), 쟈스민추출물, 글리세린, 모로헤이야잎추출물, 1,2-헥산디올, 펜타에리스리틸테트라에칠헥사노에이트, 헥실데실에칠헥사노에이트, 변성알코올, 지실추출물, 귀리커넬추출물*, 카렌둘라꽃추출물*, 개박하추출물*, 라즈베리잎추출물*, 와일드인디고뿌리추출물*, 별꽃추출물*, 베타인, 소듐하이알루로네이트, 사이클로펜타실록산, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 디메치콘, 트리소듐이디티에이, 향료",무,"사용 중 붉은 반점, 부어오름, 자극등의 트러블이상이 있는 경우 사용을 중지하시고 피부과 전문의에게 상담하십시오",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/18705930?itemId=75136207&vendorItemId=3124911721&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
110872602,334121991,70289024893,닥터자르트 세라마이딘 리퀴드 토너,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4b74/406aeb1e71e6f66a0b15eec4b4704ea076d1fa3f6b400499884c5d88af71.jpg,,,,,639개 상품평,닥터자르트,,상품상세참조,상품상세참조,상품상세참조,상품상세참조, , ,상품상세참조,상품상세참조,상품상세참조,상품상세참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,(주)베니스에프앤비,577-88-00207,제 2016-화성장안-05호,경기도 화성시 장안면 사랑리 450(장안면 너더리길 33),venicefnb@naver.com,이용원,02-2088-1478,(주)베니스에프앤비 / 이용원,https://www.coupang.com/vp/products/110872602?itemId=334121991&vendorItemId=70289024893&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
5808721949,9985710283,77268789071,메디필 닥터 애플 톡스 포어 Ph 5.5 약산성 모공 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/4c0ttplq/1656f45c7bb8434d87b6c76f84e01789.jpg,"9,880",25%,"13,210원",(10ml당 198원),163개 상품평,,,500ml,모든피부용,모든피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,"유/미백,주름개선",컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5808721949?itemId=9985710283&vendorItemId=77268789071&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
253033725,796555225,5017742069,티엔 AC컨트롤 클리어링 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/07/04/14/9/b7925dfc-1516-4a27-af8d-7d905379ce6d.jpg,"11,400",38%,"18,500원",(10ml당 496원),310개 상품평,티엔,,230ml,모든 피부용,모든 피부용,"세안 후 화장솜에 적당량의 토너를 묻힌 후, 피부결을 따라 닦아 내준 뒤 얼굴에 남아있는 토너를 톡톡 두드려 흡수시켜 주세요", , ,한국,"정제수, 부틸렌글라이콜, 글리세린, 에틸헥산다이올, 피이지-40하이드로제네이티드캐스터오일, 1,2-헥산다이올, 베타인, 글리세릴카프릴레이트, 하이드로제네이티드레시틴, 병풀추출물, 무화과추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 캐모마일꽃추출물, 약모밀추출물, 세라마이드엔피, 소듐하이알루로네이트, 소듐시트레이트, 에틸헥실글리세린, 다이포타슘글리시리제이트, 시트릭애씨드, 다이소듐이디티에이, 살리실릭애씨드, 펜틸렌글라이콜, 포타슘솔베이트, 향료",해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/253033725?itemId=796555225&vendorItemId=5017742069&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
6122283421,11613253352,78887933398,데이퍼센트 밀키 모이스처 젤리 스킨,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/7u70ncrn/b9ea60c8ab9f48fc8ed7ed1f98985dff.jpg,"21,300",%,원,,8개 상품평,,,210ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6122283421?itemId=11613253352&vendorItemId=78887933398&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1912642276,6526770041,77986067579,디오디너리 나이아신아마이드 10%+징크 1%,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0349/eb832c7bc071b9fdde2f1a908106d1646c6e215c651c126d06e17ac20780.jpg,"9,540",%,원,,563개 상품평,,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,조비알 에스이 (Jovial SE),319-05-01475,2020-수원권선-0017,경기도 수원시 권선구 서둔로 196-3 1층,jovialse.official@gmail.com,김한민,010-7795-1478,조비알 에스이 (Jovial SE) / 김한민,https://www.coupang.com/vp/products/1912642276?itemId=6526770041&vendorItemId=77986067579&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
5165858609,7116305696,74408150756,라네즈 에센셜 파워 스킨 모이스춰,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/675343803186719-ad62301d-fe12-41be-ab02-705d9b12bb3d.jpg,"13,540",53%,"29,000원",(10ml당 677원),129개 상품평,라네즈,,"본품:컨텐츠 참조, 아이오페 슈바소프너:18ML, 마몽드 캐모마일퓨어토너:25ML, 라네즈 크림 스킨:15ml",모든 피부용,모든 피부용,컨텐츠참조, , ,한국,"본품:컨텐츠 참조 | 아이오페 슈바소프너:정제수, 부틸렌글라이콜, 글리세레스-26, 에탄올, 글리세린, 디메치콘, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 피이지-60하이드로제네이티드캐스터오일, 글리세릴카프릴레이트, 하이드로제네이티드레시틴, 에칠헥실글리세린, 아데노신, 향료, 디소듐이디티에이, 페녹시에탄올, 바이오사카라이드검-1, 덱스트린, 카카오추출물, 소듐메칠스테아로일타우레이트, 키토산, 1, 2-헥산디올, 펜틸렌글라이콜, 카프릴릴글라이콜, 권백추출물, 베이베리잎추출물, 잔탄검, 포타슘하이드록사이드, 아세틱애씨드, 콜레스테롤, 글라이코리피드, 토코페롤, 소듐벤조에이트, 카페인, 테아닌, 녹차추출물 | 마몽드 캐모마일퓨어토너:정제수, 글리세린, 프로판디올, 1,2-헥산디올, 판테놀, 캐모마일꽃추출물(99.3 ppm) | 라네즈 크림 스킨:정제수, 부틸렌글라이콜, 글리세린, 메도우폼씨오일, 1,2-헥산다이올, 폴리글리세릴-10스테아레이트, 글리세릴스테아레이트시트레이트, 소듐스테아로일글루타메이트, 이눌린라우릴카바메이트, 글리세릴카프릴레이트, 에틸헥실글리세린, 프로판다이올, 다이소듐이디티에이, 녹차추출물, 토코페롤",해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5165858609?itemId=7116305696&vendorItemId=74408150756&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1605921748,2825922025,77886601230,미샤 비폴렌 리뉴 앰풀 스킨,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/04/10/11/5/29c76e57-ab28-4b4f-9744-8302ecdad37a.jpg,"24,600",%,원,,109개 상품평,미샤,, , , , , , , , , , , , ,다드림마켓,641-85-01694,2021-서울마포-2558,서울특별시 마포구 월드컵로8길 45-8 3층 3114호(서교동),seller@mapovalue.com,"조성우, 이진수",070-8095-4863,"다드림마켓 / 조성우, 이진수",https://www.coupang.com/vp/products/1605921748?itemId=2825922025&vendorItemId=77886601230&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1448926846,2495692079,70770773711,글로우몬스터 3KDa 극저분자 올리고 히알루론산 2% 원액,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/efc9/4cf9826f3d1b21637481d89e5971b82fdd224d92bed4d6eb9ca1f7299310.jpg,"9,500",8%,"10,400원",(10ml당 950원),905개 상품평,,,상세페이지 참고,상세페이지 참고,상세페이지 참고,상세페이지 참고, , ,상세페이지 참고,상세페이지 참고,상세페이지 참고,상세페이지 참고,상세페이지 참고,상세페이지 참고,온스킨36.5,575-13-00668,제2018-서울성동-0178호,서울특별시 성동구 독서당로 327 3층,marcuskrizia@gmail.com,나정희,010-9605-0429,온스킨36.5 / 나정희,https://www.coupang.com/vp/products/1448926846?itemId=2495692079&vendorItemId=70770773711&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
6174554955,12076690571,79348649310,손앤박 트루 판테놀 워터 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/kgae2kor/8f1c33be354f4e03a898bfbc4f3c07c2.jpg,"21,330",28%,"30,000원",,161개 상품평,손앤박,,500ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,컨텐츠 참조,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6174554955?itemId=12076690571&vendorItemId=79348649310&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
90653144,282645449,70778265299,바이오셀 저분자 히아루론산 1퍼센트 원액,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2018/05/11/10/1/bde8a0a6-145c-450a-ad3f-c683fa9004b1.jpg,"18,900",41%,"32,300원",(10ml당 378원),"1,024개 상품평",,,상세페이지 참고,"피부타상세페이지 참고입, 색상(호,번) 등","피부타상세페이지 참고입, 색상(호,번) 등",상세페이지 참고, , ,상세페이지 참고,상세페이지 참고,상세페이지 참고,상세페이지 참고,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,온스킨36.5,575-13-00668,제2018-서울성동-0178호,서울특별시 성동구 독서당로 327 3층,marcuskrizia@gmail.com,나정희,010-9605-0429,온스킨36.5 / 나정희,https://www.coupang.com/vp/products/90653144?itemId=282645449&vendorItemId=70778265299&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1868864011,3176439492,71037814093,리엔케이 빛크림 래디언스 컬러크림 30mL 튜브형 메이크업베이스,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bbe0/fd4c12677a02d1f7199ec67d9d20fcd0d30ec4c5789305777799fe268aaf.jpg,"11,900",60%,"30,000원",,305개 상품평,리엔케이,,30ml,모든피부용,모든피부용,상세페이지 참조, , ,한국,상세페이지 참조,유,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래 위원회 고시 소비자 분쟁 해결 기준에 의거 보상 합니다.,제품 이상 시 공정거래 위원회 고시 소비자 분쟁 해결 기준에 의거 보상 합니다.,(주)워너쉬,105-87-72251,제 2012-서울마포-1425호,서울송파구문정동 가든파이브툴5층351호,oky880520@gmail.com,이진성,1522-5387,(주)워너쉬 / 이진성,https://www.coupang.com/vp/products/1868864011?itemId=3176439492&vendorItemId=71037814093&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
2055273084,3494026609,71480268045,파티온 아쿠아 바이옴 토너 패드 80매,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/418771067430119-9cc78fcc-c126-4882-801e-db6a63a0c4ae.jpg,"14,190",35%,"22,000원",,403개 상품평,,,170ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/2055273084?itemId=3494026609&vendorItemId=71480268045&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
328707928,1051191403,5517981992,티르티르 밀크 스킨,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/10/28/17/9/b3696f63-0751-4b59-b91d-f12b94d99e6d.jpg,"18,670",30%,"26,910원","(10ml당 1,245원)",79개 상품평,,,150ml,모든 피부용,모든 피부용,스킨케어 첫 단계 스킨으로 사용하세요.(피부 타입에 따라 여러 번 레이어드 해 주세요)고보습/영양 팩으로 활용하세요(화장솜이나 마스크시트지에 밀크스킨을 듬뿍 적셔 팩으로 활용 해 보세요), , ,대한민국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/328707928?itemId=1051191403&vendorItemId=5517981992&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
1312226980,2329584559,78814598307,원씽 병풀 추출물 원액 스킨 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3af1/1157734b53410e10680346cd1cd14e3484130c2fa0bf16934382cc4cb61a.jpg,"9,600",40%,"16,000원",,254개 상품평,,,"150ml,300ml",모든 피부타입,모든 피부타입,상품 상세페이지 참조, , ,대한민국,"병풀추출물, 부틸렌글라이콜, 1,2-헥산다이올",해당 없음,상품 상세페이지 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,(주)원씽,298-88-02073,2021-경기김포-2354,"경기도 김포시 태장로 765 506호(장기동, 금광테크노밸리)",onething@onething.kr,"배우주,최유미",031-992-9987,"(주)원씽 / 배우주,최유미",https://www.coupang.com/vp/products/1312226980?itemId=2329584559&vendorItemId=78814598307&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:28
